text,label
指导和督促 金融机构以完善创新担保方式为突破口，积极探索适合服务产业发展 特点的信贷产品和服务方式。,0
对安全边际内的 [NUM] [NUM] 级机构，继续定期开展银行风险监测预警。,1
二是健全考核工作机制。,0
国际上，油价不断走高。,0
当前，“存 差”这一概念已缺乏明确的内涵和政策指向，因此不宜过分强调。,1
通胀总体下行但有所分化。,1
二是盘活存量、优化增量，支持经济结构调整和转型升级。,0
尽管劳动力市场改善， 但工业生产和出口仍较疲软，投资低迷，制造业 PMI 连续放缓。,1
五是有效应对外部冲击风险。,1
企业可以根据对外经济活动的结算货币汇率的走向提前 或推迟结算，规避汇率风险。,1
西班牙、爱尔兰房价也出现较大幅度下跌。,1
资金实力明显增强。,0
英国房价则连续几个月出现下跌趋势，德国、葡萄牙 房地产市场依然低迷。,1
金融风险严重危及金融稳定的， [NUM] 可以按照规定使用金融稳定保障基金。,1
 [NUM] 美欧通胀见顶回落，但仍处高位。,1
主要发达经济体和多数新兴市场经济体股指上行。,0
人民币对欧元、日元等其他国际主要货币汇率双向波动。,1
欧元区经济微弱复苏，通缩风险上升。,1
经过集中攻坚，我国金融体系积累的突出风险点得到有效处置，制度短板 逐步补齐。,1
国际货币基金组织的数据显示，半 数的低收入国家已经陷入债务危机或处在高风险状态。,1
南非经济仍较低迷，失业率居高不下。,1
粮食生产再获丰收，生猪生产较快恢复。,0
此外，完善保险营销员管理体制。,0
债券指数小幅波动。,1
人民币贷款增速有所反弹。,0
从宏观上看是投资效率下降，从微观上看是企业利润率降 低。,1
各经济体面临保持增长和抑制通货膨胀的两难选 择。,1
贷款利率继续下行。,1
全球金融潜在风险逐步累积。,1
亚洲新兴经济体随着内需和 外需进一步改善，复苏势头明显。,0
劳动报酬快速增长。,0
金融领域持续助力新型消费模式下的快递行业高质量发展。,0
全球主要股市持续上行。,0
二是通胀预期较强。,0
国际金融市场波动加剧。,1
三是绿色转型加快，绿色船舶产品体系 供应能力进一步提升，绿色供应链体系建设不断健全完善。,0
强化风险源头防控和监测预警，实现风险早识别、早 预警、早暴露、早处置。,1
新兴市场经济体金融市场总体稳定， 股指有所上涨。,0
上半年，我国国际收支状况良好。,0
一系列政策措施成效显著。,0
截至 [NUM] 月 [NUM] 日，印尼盾和印度卢比汇率分别较 [NUM] 月末贬值 [NUM] 和 [NUM] ；同期俄罗斯卢布和南非兰特对美元汇率低位震荡，与 [NUM] 月末基 本持平。,1
股票市场指数高位波动。,1
进口价格同比继续上涨。,0
受益于消费、出口的改 善，亚洲新兴经济体复苏势头明显。,0
但另一方面，投 资率偏高、消费率偏低也会给经济带来一定的负面影响。,1
短期内，新冠肺炎疫情等因素可能对物价形成扰动，应继续密切监测 分析。,1
食品价格同比上涨 [NUM] ，涨幅比上季度高 [NUM] 个百分点， 拉动 CPI 上涨约 [NUM] 个百分点；非食品价格同比上涨 [NUM] ，涨幅比 上季度高 [NUM] 个百分点，拉动 CPI 上涨约 [NUM] 个百分点。,0
中央银行主动供给和调节流动性的 能力进一步增强。,0
二是疫情走势尚不明朗、各国应对力度参差不齐，全球经 济面临极大不确定性。,1
企业和居民定期存款偏好增强。,0
进一步完善消费信贷政策，促进个人住 房、汽车和助学贷款等消费信贷业务健康发展。,0
二是近年 来商业银行不良贷款剥离与核销力度加大。,1
农村信用社改革试点工作取得了重要进展和阶段性成果。,0
商品房上涨 [NUM] ，其中普通住宅销售价 格上涨 [NUM] ，豪华住宅上涨 [NUM] 。,0
提高了金 融市场流动性，活跃了债券市场报价。,0
 [NUM] 二是美联储货币政策不确定性上升，加息节奏存在变数。,1
继续做好互联网金 融风险专项整治工作。,1
三是生产资料价格涨 幅高于生活资料。,0
境内外币存贷款利率继续下行。,1
"同比增速为可比口径数据,为年增速。",0
稳健的货币政策要灵活适度、精准有效。,0
适时调整外汇风险准备金率。,1
伦敦同业拆借市场美元 Libor 低位波动。,1
进一步加强 外汇储备经营和风险管理。,0
受国际大宗商品价格总体上涨影响，进口价格涨幅由负转正。,0
日本受严重地震海啸灾害冲击，经济 出现衰退后略有反弹。,1
银 行间市场国债收益率曲线整体下移。,1
粮食种植结构调整，全国夏粮有望获得较好 收成。,0
关闭境内虚拟货币交易和代币发行融资平台。,1
日本经济受出口减速和内需下滑影响，增速放缓。,1
（三）消费价格温和上涨 居民消费价格涨幅有所上升。,0
当前，宏观调控成效初步显现，但国际收支不平衡持续发展，银行流动性总 体宽裕，需要继续加强流动性管理。,0
从外部看，一是国际地 缘政治局势紧张，不仅扰动全球粮食、能源供给，造成大宗商品价格 大幅波动，而且导致供应链和国际贸易受阻，全球化进程面临挫折。,1
增加 [NUM] 年以来，全球经济保持较为强劲的增长势头。,0
进一步健全市场利率定价自律 机制，提高金融机构自主定价能力。,0
二是保持对地下钱庄违法犯罪活动及 其交易对手的高压打击态势，严厉打击网络炒汇违法犯罪活动，联合 多部门合力打击外汇违法违规行为。,1
 [NUM] 年 [NUM] 、 [NUM] 月份，受“非典”疫情的影响， 始终平稳增长的消费需求出现了大幅度的下滑。,1
票据融资波动中有所增长，票据市场利率总体走低。,1
严格控制对高耗能、高排放行业和产能过剩行业的贷款。,1
LPR 利率期权业务稳步发展。,0
这些问题 都值得进一步深入研究。,0
结构调整 取得积极进展，工业结构有所改善。,0
石油价格、能源安全和主要货币间汇率波动等不确 定因素仍是近期的主要风险。,1
全球主要股指波动较大。,1
统筹好对绿色 发展和传统能源转型的金融支持，持续推动绿色债券市场高质量发 展。,0
持续助推绿色金融更好发展。,0
三是社会领域投资回升。,0
股票市场指数波动，成交量增加。,1
 [NUM] 投资规模持续扩大，高技术产业投资增长较快。,0
二是进一步完善 水价形成机制。,0
金融 市场波动较大，投资者对预期变动比较敏感，一些消息面的冲击容易 [NUM] 引发市场的大幅波动。,1
国内金 价持续高于国际金价，但价差逐渐减小。,0
影响套利交易的因素主要有利率、汇率和风险 偏好等。,1
三是加大了通货膨胀压力。,1
同比增速为可比口径数据，为年增速。,0
商品房销售回暖加速。,0
保险业总资产增长继续减缓。,1
加大对有市场 发展前景的先进制造业、战略性新兴产业、现代信息技术产业和信息 消费、文化产业、服务业、传统产业改造升级以及绿色环保等领域的 资金支持力度。,0
 [NUM] 实到位，农村合作金融机构资产质量明显改善。,0
更为重要的是，要加快推进经济结构调整，转变发展方式，拓展资金运用空间。,0
加强银行风险监测预警，针对预警银行苗头性问 题及时纠偏，推动大部分银行异常指标回归至行业正常水平，实现风 险早发现、早处置。,1
硅谷银行等事件使得美联储加息计划面 临两难，继续加息不排除更多中小银行陷入困境，威胁金融稳定；而 暂缓加息可能导致高通胀时间延长。,1
第四，表外融资同比大幅少增。,0
储蓄意愿止跌回升。,0
八是坚持 做好助学、农民工、民族地区等薄弱环节和弱势群体金融服务。,1
一是保监会发布《关于进一步加强保险业 风险防控工作的通知》和《关于强化保险监管 打击违法违规行为 整 治市场乱象的通知》，针对当前保险业风险较为突出的领域提出防控 风险的具体要求，着力整治股东虚假出资、公司治理失衡、违规投资 等乱象。,1
发展消费信贷，支持扩大内需。,0
部分独联体和拉美国家受地缘政治风险、外 需增长放缓、大宗商品价格波动以及结构性因素制约，经济下行压力 加大。,1
债券发行利率有所波动。,1
我国偏低的资 源价格不能及时和充分地反映市场供求和资源稀缺程度，缺乏对投资者、经营者 和消费者的激励和约束作用，这在一定程度上加剧了资源的过度开发、过度需求 [NUM] 和过度浪费。,1
发达经济体是本次危机的发源 地，受危机冲击最重，经济下滑程度也最大。,1
二是主权债务危机逐渐演变为银行危机。,1
防范跨行业、跨市场风险，防范非正规金融及其 他相关领域风险向金融体系传导。,1
跨境人民币业务范围进一步扩大。,0
商品房销售面积增速继续放缓，销售额增速提高。,0
欧元区经济稳步增长。,0
继续推进产品与业务创新。,0
GDP 缩减指数小幅回落。,1
二是完善绿色金融债券监督管理。,0
GDP 缩减指数略有回落。,1
二是 行业具有一定的行政垄断、市场竞争不完善等问题，制约了行业发展 [NUM] 活力。,1
伦敦金属交易所铜现货当季平均价格 同比下跌 [NUM] ，跌幅比上个季度收窄 [NUM] 个百分点；伦敦金属交易 所铝现货当季平均价格同比下跌 [NUM] ，跌幅比上个季度收窄 [NUM] 个 百分点。,1
进口价格大幅上涨。,0
预计 [NUM] 年全球经济增长速度将高于去年，国际贸易增速回升。,0
固定资产投资增速高位回稳，第三产业投资增速较高。,0
成熟的市场经济体系具有相对完善的“区别对待”的调 节机制。,0
三是积极做好中小微企业复工复产金融服务。,0
主要新兴市场经济体和发展中国家（地区）经济出现复苏迹象。,0
人民币汇率小幅升值，市场供求的基础性作用进一步发挥。,0
 [NUM] 年上半年，中国经济总体运行平稳，供给侧结构性改革深入 推进，转型升级步伐加快，经济发展的稳定性、协调性和可持续性增 强。,0
第三季度我国经济保持恢复态势，发展韧性持续显现，GDP 同 比增长 [NUM] ，两年平均增长 [NUM] 。,0
 [NUM] 外汇市场交易主体进一步扩展。,0
展望未来，信贷增长将与我国经济从高速增长转向高质量发展进程相适应， 更加重视总量稳、结构优。,0
美国的纳斯达克指数仍处于下挫势头，一 季度下挫了约 [NUM] 。,1
改善收入分配结构，提高居民部门收入占比，进一 步提高社会保障水平。,0
三是充分运用中央银行贷款，支持春耕和农村经济发展。,0
投融资货币功能持续深化。,0
受债务危机影响，希腊经济再次陷入萎缩，通缩风险 加剧，失业率一度升至近 [NUM] ，位居欧元区各成员国之首。,1
利率市场化取得显著进展。,0
引导大型银行服务重心下沉，推动中小银行 聚焦主责主业，增强金融市场的活力与韧性，健全具有高度适应性、 竞争力、普惠性的现代金融体系。,0
二是居民消费意愿加快恢复。,0
由于经济增长缓慢，加上美伊战争带来的不确定因素，一季度国际金融市场 动荡加剧。,1
进出口逐步恢复，贸易赤字攀升。,0
历史上看，我国 PPI 波动相对较大。,1
加强市场基础性建设，为经济结构调整和转型升级提供高效的 投融资市场。,0
完善保险公司分支机构市场准入管理。,0
存款增速稳步回升。,0
大宗货物运输明显升温，外贸货物增速低于总体增速。,0
畅通货币政策传导机制，丰富完善货币政策工具箱， 提高资金使用效率。,0
截至 [NUM] 月 [NUM] 日，日本地价在一年内平均下跌 [NUM] ，其中住宅用地价格平均 下跌 [NUM] ，商业用地价格平均下跌 [NUM] 。,1
存贷款市场的利率传导效率受损影响调控效果，制约货币政策空间。,1
M [NUM] 增速趋稳，与名义 GDP 增速大体相当。,0
今年以来，在银行业风险事件等冲 击下，美欧股市波动一度加大，之后随着市场情绪修复震荡走高。,1
优化碳减排支持工 具的政策安排，建立健全绿色金融服务美丽中国建设工作机制，持续 推动绿色债券市场高质量发展。,0
四是进一步发展货币市场，优化金融资源配置。,0
农民出售农产品收入增速 小于工资性收入和经营性收入的增速，农户投资增速低于非农户投资 增速。,0
经济发展模式转型、经济结构调整短期内可能会对经济增长产生 一定影响，但要看到，我国经济基本面坚实，市场广阔、经济韧性强、 潜力大等有利条件并未改变。,0
全年粮食增产丰收，畜牧业稳定增长。,0
中小企业贷款担保体系不完善。,1
收入分配结构持续改善。,0
进一步发挥信贷资产证券化盘活存量的积极作用，推动经济提质增效 和转型升级。,0
利率互换交易活跃。,0
二是创新发展引 领固定资产投资保持增长。,0
居民消费价格继续低位增长。,1
 [NUM] （三）物价总体有所回升 居民消费价格涨幅扩大。,0
密切跟踪系统重要性银 行经营边际变化，加强对典型风险和薄弱环节的监测分析。,1
 [NUM] .电力行业 电力对国民经济发展起重要的支撑作用。,0
商品房价格继续上涨，但涨幅趋缓。,0
加大对有市场发展前景的先进制造业、战略性新兴 产业、现代信息技术产业和信息消费、文化产业、服务业、传统产业 改造升级以及绿色环保等领域的资金支持力度。,0
GDP 平减指数继续回落。,1
从国际上 看，全球经济总体延续复苏态势，近期国际货币基金组织（IMF）等 进一步上调了今明两年全球经济增速预期。,0
持续 稳慎推进人民币国际化，进一步扩大人民币在跨境贸易和投资中的使 用，深化对外货币合作，发展离岸人民币市场。,0
实施降准提供长期流动性。,0
出 口产品结构改善推动外贸持续复苏。,0
日本经济温和复苏。,0
近期美国主要 经济数据略有走低，市场对美联储加息时点的预期已较前期有所推 后。,1
PPI回升一定程度上反映了去产能取得积极进展、经济景气回升，也 有助于防止通缩预期，改善企业利润。,0
展望未来，新能源发展前景仍非常广阔，需要进一步推动新能源 的有效利用，助力我国新型能源体系高质量发展再上新台阶。,0
指导有关金融基础设施机构 落地便利投资一揽子措施。,0
 [NUM] 年 第四季度，受欧洲主权债务危机加剧、市场避险情绪上升等因素影响， 外汇占款出现波动。,1
二是随着经济复苏曲线进一步上行，供给与需求、就业与收入有望形成相互支撑 的良性互动。,0
其中，生活资料价格涨幅大体稳定，生产资料价格涨幅大 幅提高。,0
长期宽松的货币政策也助长了金融脆弱性的累积。,0
加大对“热钱”流入打击力度，有效抑制违法违规资金流入。,1
国内发生汶川大地震等严重自然灾害， 国际上美国次贷危机加剧，并在 [NUM] 月中旬急剧恶化为百年难遇的国际金融危机。,1
 [NUM] 年 [NUM] 月 [NUM] 日，美国新世纪金融公司申请破产保护，标志着次贷危机正式拉开帷幕。,1
二是市场担心主 权债务危机可能向欧元区核心国家蔓延，西班牙、意大利等国的风险 溢价骤升。,1
 [NUM] 月份起，沪、深股市出现下滑。,1
固定资产投资缓中趋稳，制造业投资和民间投资增速持续回升。,0
部分中小企业出现经营困难和资金短缺，主要是面临供给层面的成本约束， 包括原材料、劳动力、资源等成本因素。,1
我国农 [NUM] 业基础设施较为落后，土地产出率、资源利用率和劳动生产率较低。,1
六是引导企业和金融机构树立“风险中性”理念。,1
五是县域金融服务仍存在薄弱环节。,1
宏观杠杆率因疫情应对出现阶段性上升，不良贷款 上升等信用风险可能滞后显现，区域性金融风险隐患仍然存在。,1
四 是全球经济贸易增长乏力，保护主义和地缘政治紧张局势抬头，再加 上新冠肺炎疫情冲击，全球范围内的民航运输服务竞争和博弈更加激 烈。,1
另一方面，金融机构、住户、企业部门 通过违约、破产等手段也进行了自我调整。,1
由于石油等大宗商品价格回升，俄罗斯经济逐步企稳，但通胀 略有回升。,0
指导金融机构按照“有保有控”的原则，加大对“三农”、中小企业、灾后重建 等国民经济重点领域和薄弱环节的信贷支持，严格控制对高耗能、高污染和产能 过剩行业企业的贷款，密切监测地方融资平台贷款可能潜藏的系统性金融风险隐 患。,1
房价上涨的城市个数增多。,0
全 球经济增长面临的下行风险有所增加，但总体仍保持平稳增长。,1
第二，改善市场条件，提高二级市场流动性。,0
第二，利率调整的信号作用进一步增强。,0
三是表外融资有所恢复。,0
国有企业资产负债率过高，资本严重不足，使信贷 资金的合理配置受到制约，不利于发挥货币政策作用。,1
产业结构调整和转型升级取得新进展，高新技术产业增加值增速高出 规模以上工业平均增速 [NUM] 个百分点，规模以上企业单位工业增加值 能耗下降幅度大于预期目标。,0
欧元区主权债务危机形势依然严峻，经济下行风险依然较大。,1
同业存单市场发展趋于平稳，大额存单业务进一步发展。,0
进一步统筹推进证券化工作，推动证券化市场规范化发展。,0
支持贸易新业态健康发展。,0
利率衍生产品快速发展。,0
GDP 缩减指数有所回落。,1
建立完善绿色金融政策体系，大力发展绿色信贷。,0
消费较快增长，投资增速加快，国内需求稳步提高；农业形势 总体稳定，工业生产逐步企稳；社会信心提振，市场预期改善。,0
持续做好养老金融服务。,0
另一方面，避险情绪加大跨 境资本流动波动，资金向美国等主要发达经济体回流，其他国家特别 [NUM] 是新兴经济体资本流出压力上升，一些外债负担较重的经济体面临偿 债压力加大的严峻挑战，全球金融市场不稳定性风险明显上升。,1
健全系统性金 融风险的防范预警和评估体系，加强对地方政府融资平台、产能过剩 行业和房地产行业贷款信用违约风险的监测，防范部分地区、行业、 [NUM] 企业风险及非正规金融风险向金融体系传导。,1
目前，农民收入增长缓慢是影响消费需求的一大因素。,1
房地产价格持续上涨。,0
债券市场规模稳定增 长，利率水平总体下行。,1
互联网金融风 险专项整治工作顺利完成，近 [NUM] 家P [NUM] P 网贷机构全部停业。,1
钢铁需求继续减弱。,1
新兴经济体央行继续降息。,0
制造人才缺 乏导致工业机器人三大核心零部件的瓶颈难以突破，应用人才短缺导 致工业机器人操作、维修和应用面临制约，装机量增长受限，系统集 成人才不足导致工业机器人产业改造升级受阻，发展较为迟缓。,1
其中，发达经济体股市大幅上 涨，多次创历史新高。,0
利率互换交易活跃。,0
日本经济 持续复苏，但尚未彻底摆脱通货紧缩的困扰。,0
总的说来，目前我国流动资金紧张主要是我国融资结构和企业资产负债结构 不合理造成的，但这种不合理状况有其历史原因，并不是短期就能改变的。,1
四是继续推动金融市场健康发展，深化金融企业改革。,0
投资者对欧债危机蔓延的担忧进一步加剧，金融市场出现新一轮动 荡。,1
一季度，人民币对美元汇率小 幅贬值。,1
（四）股票市场指数下行，成交量和筹资额同比减少 股票市场指数下行。,1
中长期看，要通过深化改革和加快结构调整，提 升我国经济增长潜力，实现可持续发展。,0
 [NUM] 国际金融市场震荡加大。,1
各部门负债一般指通过金融市 场或金融机构形成的负债。,1
当前的宏观调控： [NUM] 年，国民经济运行中出现了粮食供求关系趋紧，固 定资产投资增长过猛，货币信贷投放过多，煤电油运供求紧张等问题。,1
随着股票市场持续震荡走低，上年股 票价格过快上涨的风险逐步释放。,1
（二）债券市场发行利率明显回落，国债收益率曲线总体下移 国债收益率曲线总体下移并呈陡峭化趋势。,1
进一步发展消费金融。,0
当前，部分地区 经济下行与金融问题相互交织，经济金融循环不畅，信贷增长较为缓慢。,1
 [NUM] 年 [NUM] 月主要发达经济体金融市场 一度陷入恐慌，风险资产和一些传统避险资产遭抛售，多国股市数次 熔断，美元流动性快速收紧，新兴经济体汇率贬值，资本大幅流出。,1
支持跨境融资业务发展。,0
五是未贴现银行承兑汇票降幅明显缩小。,1
加快发展外汇市 场，推动汇率风险管理工具创新。,0
进一步健全市场利率定价自律 机制，提高金融机构自主定价能力。,0
 [NUM] 、生产价格(PPI) [NUM] 高位回落。,1
下半年经济持续恢复有坚实基础，一是经济循环不断 畅通。,0
银行间市场利率有 [NUM] 所上升，债券价格略有下跌，但幅度有限。,1
一是部分高耗能产品 产量增幅回落。,1
进一步健全市场利率定价自律 机制，提高金融机构自主定价能力。,0
资源价格偏低 是我国经济内外失衡的重要诱因。,1
新兴业态快速增长，居住类消费回暖，节能智能消费 日趋旺盛。,0
二是低利率的环境促使投资者增 持高风险、低流动性的证券，导致更大的风险敞口。,1
人民币对欧元、日元等其他国际主要货币汇率多数贬值。,1
防范跨行业、跨市场风险，防范实体经济部 分地区、行业、企业风险及正规金融体系外的各类融资活动风险向金 融体系传导。,1
定期对 [NUM] 多家银行 业金融机构开展央行金融机构评级，建立分级分类管理框架，对评级 为 [NUM] [NUM] 级的机构，选取扩张性风险、同业风险、流动性风险、信用风 险等指标体系，组织早期预警，防范其劣变为高风险机构。,1
今年以来，我国克服了伊拉克战争和“非典”疫情带来的负面影响，保持了 经济增长的趋势。,1
而受内需乏力、债务水平整体较高等因素影响，主要发达经济体中期 内通胀下行压力依然存在。,1
另一方面， 更多的新兴市场经济体为提振经济增长放宽了货币政策。,0
三是改善金融 服务，促进经济结构调整。,0
 [NUM] 年，国际金融形势仍然严峻，世界经济发展不确定性较大：一是区域 政治局势动荡。,1
稳步推动债券市场双向开放，完善相关政策 制度安排，进一步完善“债券通”等市场基础设施跨境合作，给境外 发行人和投资人创造更加友好、便利的制度环境。,0
受近两年我国采取的一系列 调整进出口结构，抑制贸易顺差过快增长政策的影响，下半年顺差增 速有所下降，年末顺差出现回落。,1
从储蓄视角看，根据“储蓄缺口=贸易缺口”的宏观经济恒等式，全球失衡 问题可以用储蓄缺口联系起来，即：美国贸易逆差 = 美国储蓄负缺口 = 其他地 区储蓄缺口 = 其他地区贸易顺差。,1
受此影响，主 要发达经济体经济放缓已成定局。,1
贷款加权平均利率创有统计以来新低。,1
近期的风险主要是石 油价格和能源安全问题。,1
IV [NUM] 年第一季度以后，全球经济复苏和增长势头进一步加强。,0
其中，美国经济增速下调至 [NUM] ；欧元区经济增速下调至 [NUM] ； 日本经济增速上调至 [NUM] ；新兴市场和发展中经济体增速下调至 [NUM] 。,0
一是资产质量明显改善。,0
进一步 发挥信贷资产证券化盘活存量的积极作用。,0
当然，若总量收缩过快也 可能对整体经济产生不利影响。,1
房地产投资增幅回落。,1
 [NUM] 、 [NUM] 两月，随着加息预期减弱，贷款利率总体较为平稳。,1
Shibor总体有所上行。,0
一季度，主要新兴市场经济体仍 维持较强的增长势头。,0
总的来看，在全球通 胀压力上升的背景下，更需关注食品等涨价向一般消费品传导的风 险。,1
我国防范疫情输入和国际经济金融风险的压力 仍然较大。,1
 [NUM] 至 [NUM] 月份，受西班牙地区银行危 机加剧及希腊形势恶化影响，全球主要股市下行。,1
 [NUM] 月，受欧元区经济数据疲弱及欧债危机加剧影响，欧元兑主要货币 [NUM] 大幅下滑。,1
信贷结构持续优化。,0
启动商业健康保险税收优惠试点。,0
大力发展消费信贷，落实好房地产信贷政策，加大对结构调整、 自主创新、兼并重组、产业转移、区域经济协调发展的融资支持。,0
三是日本经济下行压力增加。,1
总体看，通货膨胀风险不可忽视。,1
国际原油价格上涨对世界 经济和我国经济的影响值得进一步关注。,0
完善上市公司退市制度，推动上市公司健康发展。,0
展望未来，全球经济可 能面临以下风险： 全球经济增长动力不足，货币政策空间有限。,1
部分 国家财政风险上升，也可能向金融风险转化。,1
此后，美欧经济数据不及预期和全球经济增长前景黯淡等因素加 剧市场恐慌情绪，全球主要股市在低位宽幅震荡。,1
下半年，随着货币 市场利率逐步走高，票据市场利率持续上扬，特别是第四季度票据市 场利率上升幅度较大。,0
国债收益率上行，曲线进一步平坦化。,0
同时，加快结构调整，着力扩大内需。,0
年内物价大幅上扬的可能性不大。,0
企业有效融资需求有所下降，金融机构 风险偏好下降，自身也受到一定约束。,1
债券指数小幅波动。,1
建设现代中央银行制 度要求健全现代货币政策框架，支持经济高质量发展，加快构建新发展格局。,0
进出口好于预期，贸易结构继续改善。,0
 [NUM] 月份希腊政府未达欧盟 及国际货币基金组织的援助条件，希腊国债违约风险加大。,1
二是盘活存量、优化增量，支持经济结构调整和转型升级。,0
