text,label
国际金融危机促使国际社会更加关注金融周期变化，各国央行也认识到只关一调控框架存在着明显缺陷，难以有效应对系统性金融风险，在一定程度上还可能纵容资产泡沫，积聚金融风险。,1
一方面，新能源技术还不成熟，绿色低碳转型面临较大压力。,1
此外，美元和初级产品价格走势、国内资源价格调整等也都增加了价格变化的不确定性，总体看价格稳定的潜在风险有所加大。,1
必须加大结构改革力度，尽快在平衡增长的治本方面取得新进展、新突破。,0
调结构、促改革和防风险方面的作用。,1
外需疲弱，出口增速回落。,1
持续深化开发性、政策性金融机构改革。,0
票据融资余额快速增长，票据市场利率震荡下行。,1
应该认识到，光伏产业遇到的问题和困难，既是产业发展面临的挑战，也是促进转型升级的契机，应坚定信心，抓住全球大力发展新能源的战略机遇，在发展中解决问题。,0
从国内看，作为发展中大国，中国经济增长的潜力巨大，新型城镇化、服务业、高端制造业以及消费升级有很大的发展空间，经济韧性好、潜力足、回旋空间大的特质没有改变。,0
持续深化开发性、政策性金融机构改革。,0
在总量调控的同时，存款准备金制度也在动态革新，进一步增强宏观调控效果。,0
主要原因，一是土地使用结构不合理，住宅用地比例偏低。,1
完善养老金融顶层设计。,0
推动科技创新和技术改造再贷款落地生效，激励引导金融机构向科技型中小企业以及重点领域的数字化、智能化、高端化、绿色化技术改造和设备更新项目提供信贷支持。,0
配合有关部门加强对地方政府性债务清理处置，着力防控债务风险。,1
（一）消费逐步改善，投资持续恢复，进出口快速增长居民收入稳定增长，消费意愿有所改善。,0
从人民币贷款期限分布看，中长期贷款增长加快，短期贷款增长放缓。,1
由于汽车、电子产业链遭到严重破坏，震后日本出口骤减，5月份贸易赤字高达8537亿日元，仅低于2009年月时的危机期间水平。,1
下一步，宜按照《“十四五”电子商务发展规划》要求，各方协同发力打通制约消费的堵点，推动行业高质量发展。,0
进一步规范商业银行代理保险业务。,0
第一季度，中国人民银行进一步加强流动性管理，灵活开展公开市场操作。,0
商业性房地产贷款余额增速继续回升。,0
投资过快增长的势头继续得到抑制，消费需求较快增长，各种价格指数平稳回落，城乡居民收入和财政收入较大幅度增加。,1
债券指数小幅下行。,1
其中，生猪产能去化和看涨预期偏强，推动猪肉价格涨幅扩大，部分地区高温降雨导致鲜菜价格超季节性上涨， 食品价格涨幅由负转正，由二季度下降2.3%转为三季度上涨2.0%。,0
推动经济高质量发展必须完善科技金融服务体系。,0
2022年，国际经济金融形势较为复杂，主要发达经济体央行快速加息，全球外汇市场波动加剧。,1
全国农产品生产价格（指农产品生产者直接出售其产品时的价格）上涨幅度高于农业生产资料价格上涨幅度， 有利于农民增收。,0
积极与地方政府、监管部门沟通协调，共同推动风险依法处置。,1
预计全球经济将继续稳步增长。,0
四是债券市场基础设施建设亟待加强。,1
三是新兴产业发展动力不断增强。,0
“进”的方面主要是服务好高质量发展。,0
进一步深化证券注册制改革。,0
10月，上证综合指数和深证成份指数分别下跌7.7%和10.9%， 股市波动受诸多因素影响，包括主要发达经济体央行加息后全球股市波动、贸易摩擦、投资者预期和情绪波动等。,1
如果理财产品的发行时间和到期时间安排不当，或者理财产品持续滚动发行出现困难，就可能引发流动性风险。,1
开展常备借贷便利（SLF）操作。,0
引导金融机构优化对先进制造业、高技术制造业的金融服务，加强产融对接合作，促进产业结构调整和优化升级。,0
在全球金融危机等多重因素冲击下，未来一段时期世界经济仍可能趋于下行，复苏尚需时日，我国经济仍将面临严峻的外部环境。,1
也要看到，经济运行仍存在一些深层次问题和突出矛盾。,1
二是希腊未达成其减赤目标。,1
三是充分运用中央银行贷款，支持春耕和农村经济发展。,0
人民币对国际主要货币汇率有贬有升，双向浮动。,1
外汇市场交易主体进一步扩展。,0
基础设施行业中长期贷款快速增长。,0
经济周期一般指经济活动水平扩张与收缩的交替波动。,1
二是 PPI 与 CPI 之间的缺口明显扩大。,1
持续稳慎推进人民币国际化，进一步扩大人民币在跨境贸易和投资中的使用，深化对外货币合作，发展离岸人民币市场。,0
2009年以来，随着宏观经济基本面的好转，财政收入同比增速基本呈现逐步回升的态势。,0
推动财产保险业积极开展风险减量服务。,1
前三个季度，农业和农村经济平稳发展，农业生产结构继续改善，优质农产品比重提高。,0
上半年，人民币对美元汇率年化波动率为3.5%。,1
银行间债券市场现券交易活跃。,0
今年二季度以来，受新冠肺炎疫情及经济下行压力的影响，企业尤其是中小微企业经营困难增多，信贷需求转弱，贷款增长一度有所放缓。,1
推动保险业服务新型城镇化发展。,0
随着经济的快速增长和一系列支持农业和粮食生产政策措施的落实到位，城乡居民收入有望进一步提高，将有助于消费需求的提高。,0
继续完善多层次资本市场体系，积极发展债券市场，着力完善股票市场，推动发展期货市场和金融衍生品市场。,0
一是深化依法行政和“放管服”改革，持续完善外汇管理政务服务工作。,0
统筹推进普惠金融、 绿色金融、科创金融、供应链金融等融合发展，完善金融支持科技创新体系，促进实现金融与科技、产业良性循环。,0
前三个季度，银行间市场国债收益率曲线整体下移，特别是第三季度平坦化下移态势尤为明显。,1
消费不足也会使供给结构产生扭曲，在经济增长过多依赖投资和出口的压力下，产业结构会形成对重化工业和制造业的依赖，不利于减少资源消耗和环境污染，实现可持续发展。,1
一旦物价得到有效控制，压力就会有所减少。,1
总体上看，超额存款准备金率持续下降是金融机构自愿选择的结果。,0
不过也要看到，当前全球货币条件总体宽松，部分重要经济体已经或可能采取量化宽松的货币政策，在这样的格局下，一旦市场信心恢复，国际商品价格还可能重拾涨势。,0
二是新开工项目过多。,1
物价有望延续温和回升态势。,0
上半年工业生产者购进价格同比下降2.4%，第二季度平均降幅为2.8%。,1
完善系统重要性金融机构监管框架。,0
四是全球通货紧缩风险依然存在。,1
2022年1月美联储表示将会很快开始加息，启动缩表将在第一次加息后，并较以往规模更大、速度更快。,1
今年以来，我国经济继续快速增长，城乡居民收入、企业利润和财政收入均有较大幅度提高，农业生产向好的方向发展，对外贸易增势强劲，利用外资保持较高水平。,0
（一）主要经济体经济状况美国经济增长逐步放缓。,1
2012年第一季度，全球经济状况有所改善，但下行风险仍未消除。,1
同时，发展外汇市场，丰富外汇产品，扩展外汇市场的广度和深度，更好地满足企业和居民的需求。,0
（四）股票市场交易量明显放大，股指大幅上涨受国民经济企稳向好、市场资金充裕及上市公司利润回升等多种因素影响，股票市场交易量明显放大，股票指数在波动中大幅上涨。,0
农村信用社资产质量显著改善。,0
中国人民银行第一季度企业家问卷调查显示，反映海外需求的出口订单指数跌幅虽有所收窄，但仍较上季下跌了5个百分点。,1
继续推进农业产业结构调整，构建农村一二三产业融合发展体系，积极培育农业绿色发展的经营与服务主体。,0
《指导意见》按照问题导向、补齐监管短板，坚持规范市场秩序与激发市场活力并重，要求非金融企业依法合规投资金融机构， 立足主业，审慎经营，隔离风险，避免盲目扩张和脱实向虚。,1
进一步健全市场利率定价自律机制，提高金融机构自主定价能力。,0
公司信用类债券发行利率下行，主体评级 AAA 的企业发行的短期融资券（债券评级 A-1）平均利率为4.96%，比上年末低0.34个百分点；7年期公司债发行利率为5.5%，比上年末低0.5个百分点。,1
欧元区继续缓慢复苏，四季度经济增长有望进一步加快。,0
欧洲主权债务危机愈演愈烈存在深层次的原因。,1
英国经济增速略有放缓，通胀压力仍存。,1
此外，进一步完善信贷政策导向效果评估工作机制，推进资产证券化，以改革创新盘活存量资金。,0
这些措施改善了农村信用社的资金和资产状况，使之服务于“三农”的功能进一步得到增强。,0
第一季度，纽约商品交易所原油期货当季平均价格环比上涨9.5%，同比上涨9.0%；布伦特原油现货当季平均价格环比上涨8.5%，同比上涨12.6%。,0
欧元利率小幅波动。,1
精准支持科技创新和制造业转型升级，持续提升科技金融服务能力、强度和水平。,0
政策性、开发性金融机构改革取得突破性进展。,0
固定资产投资增速有所企稳，基础设施投资增长较快。,0
做好新增澳门元挂牌工作。,0
三是绿色信贷保持高速增长。,0
开展常备借贷便利操作，及时注入短期流动性。,0
2010年第一季度，中国人民银行密切关注国内外经济金融形势和银行体系流动性变化，按照适度宽松的货币政策要求灵活开展公开市场操作，进一步增强流动性管理的前瞻性、科学性和有效性。,0
地方加快发展和扩大投资的热情较高，财政和金融对经济发展的支持力度较大，投资有望继续保持较快增长。,0
欧盟委员会强化对“大而不能倒”机构的监管及危机处置原则。,1
今年第一季度，新冠肺炎疫情对我国经济社会发展带来前所未有的冲击。,1
资金支持政策实施进展顺利，对支持和推进改革发挥了重要的正向激励作用。,0
美国新政府的经贸政策存在不确定性。,1
因此，挑战和机遇并存，只要抓住机遇，顺应潮流，采取相应的对策，尽快增强竞争能力，我国汽车工业将充满希望。,0
当前中国城镇化发展较快，地方财政积累尚不充裕，仅靠一般意义上的财政资金以收定支难以支撑城镇化的大额资金需求。,1
一是进一步完善成品油价格形成机制，并对油品质量升级实行优质优价政策。,0
由于希腊债务重组问题迟迟无法解决，6月13日，标普公司将希腊长期主权债评级从“B”下调至“CCC”，为全球最低。,1
在国际金融危机、全球贸易摩擦、新冠肺炎疫情全球蔓延、全球通胀和发达经济体收紧货币政策等多轮重大冲击考验中，人民币汇率均能灵活调整，并在较短时间内恢复均衡，有效发挥了抵御外部冲击的“缓冲垫”作用。,1
一是金融稳定立法工作成效显著。,0
此外，坚持点面结合，立足于风险早发现、 早处置，持续推动处置高风险农村中小银行机构，快速平息零星发生的银行网点挤兑事件。,1
同时，大额存单业务进一步发展。,0
改善和优化融资结构和信贷结构，更有力地支持经济结构调整和转型升级。,0
完善金融统计和会计制度，以更全面、更准确地反映商业银行的信用扩张和经营行为。,0
如果经济长期低迷，美国政府有较充足的财力刺激经济发展。,0
二是偏低的资源价格加剧了资源供求紧张的矛盾。,1
粮食价格回落直接驱动食品价格回落，进而驱动 CPI 下行。,1
从外部看，一是国际地缘政治局势紧张，不仅扰动全球粮食、能源供给，造成大宗商品价格大幅波动，而且导致供应链和国际贸易受阻，全球化进程面临挫折。,1
但失业率仍居高不下，通胀依然维持低位。,1
粮食种植结构调整，全国夏粮有望获得较好收成。,0
（五）大力培育和发展金融市场以加大金融产品创新为重点，进一步加强市场透明度建设，推动金融市场全面协调可持续发展。,0
财政赤字占 GDP 的比重1-3季度一直维持在4.4%左右的水平，国会预算办公室预计2005财年财政赤字将有所下降。,1
保险总资产增长减缓。,1
当前，无论从外部因素看，还是内部因素看，人民币汇率都不会单边走贬，而是会保持双向波动。,1
此外，地缘政治冲突多点爆发，风险因素和不确定性加速累积， 对经济金融的影响加大。,1
受国际大宗商品价格总体下跌影响，进口价格降幅有所扩大。,1
第一季度我国 GDP 同比增长18.3%，两年平均增长5.0%，经济运行开局良好，高质量发展取得新成效。,0
另一方面，部分经济体收紧货币政策以应对国内通胀压力，减少美联储加息带来的冲击。,1
（二）国际金融市场概况主要货币间汇率宽幅波动。,1
在固定投资过快增长的同时，消费需求略有启动。,1
但经济运行中依然存在着固定资产投资规模偏大、资源、能源约束的矛盾突出等老问题，同时还出现了部分行业利润下降、进口放缓、贸易摩擦升级等新问题。,1
主要新兴市场经济体和发展中国家（地区）经济出现复苏迹象。,0
在汇市方面，美元仍将维持强势，日元汇率将有所振荡，欧元仍将低位运行。,1
如果经济增长是建立在过度消耗资源、 降低消费及损害生活环境的基础上，则这种经济增长就是有“增长”而无“发展”。,1
四是大宗商品市场动荡。,1
受原材料价格大幅上涨的影响，工业品出厂价格同比上涨5.6%，比上年同期多涨1.9个百分点。,0
地震灾害冲击日本经济，贸易和债务情况恶化。,1
非银行金融机构脆弱性突出，流动性错配明显， 一旦金融市场剧烈波动，可能面临较大抛售压力，并向银行体系传导。,1
持续推动金融风险防范化解。,0
四是金融市场存在风险隐患。,1
日本经济稳步回升。,0
做好投保机构风险监测、识别，依法采取风险警示和早期纠正措施。,1
④农村合作金融机构包括农村商业银行、农村合作银行、农村信用社。,0
主要经济体货币政策分化，国际地缘政治不确定性增加，美元指数高位运行，非美货币普遍承压，人民币汇率在定。,1
负利率债券范围扩大，持续时间放长。,1
全国农产品生产价格（指农产品生产者直接出售其产品时的价格）上涨幅度25.5%，高于农业生产资料价格17.5%上涨幅度， 有利于农民增收。,0
稳健的货币政策要灵活适度、精准有效。,0
2023年，机械工业整体呈现回暖态势，高质量发展稳步推进。,0
全球货币市场利率继续分化，美元 Libor 略有上升，Euribor 走低。,1
在相对宽松的货币条件下，若市场信心恢复，国际商品价格就可能重拾涨势。,0
展望未来，信贷增长将与我国经济从高速增长转向高质量发展进程相适应， 更加重视总量稳、结构优。,0
组织银行业金融机构进行压力测试，及时进行风险提示，引导金融机构稳健运行。,1
国际油价持续大幅上涨增大了国内通货膨胀压力。,0
下一步，必须始终坚持党中央对金融工作的集中统一领导，牢牢站稳以人民为中心的根本立场，立足新发展阶段，贯彻新发展理念，构建新发展格局，推动高质量发展。,0
一年多来，包商银行风险处置工作有序推进，即将收官。,1
农村信用社改革取得显著成效。,0
从储蓄视角看，根据“储蓄缺口=贸易缺口”的宏观经济恒等式，全球失衡问题可以用储蓄缺口联系起来，即：美国贸易逆差 = 美国储蓄负缺口 = 其他地区储蓄缺口 = 其他地区贸易顺差。,1
由于这一事件不仅加速了美国衰退的到来，可能延长本次美国经济周期，并且有可能使本次衰退加深，从而会加大和延长美国经济不景气对我出口贸易影响的力度和时间。,1
（六）进一步完善人民币汇率形成机制，促进国际收支平衡进一步完善人民币汇率形成机制，促进国际收支平衡。,0
泡沫破灭，资产必然大幅缩水，通过财富效应导致消费和投资收缩，最终体现为经济下滑。,1
债券发行利率总体下行，发行量增加，现券交易量下降。,1
三是资金利率显著下行。,1
在经过商业化改革后，商业银行风险防范意识及风险管控能力不断增强，对于市场前景不好、库存积压较多、利润明显下滑的中小企业，可能会在贷款利率乃至放贷条件等方面提出更严的要求。,1
加强跨境资本流动监测和管理，强化真实性、合规性审核要求，运用外汇核查和检查手段遏制跨境投机套利。,1
第二季度，美国经济增长势头强劲，GDP 环比折年率大幅增长3.9%。,0
近年来，消费在拉动经济增长中的贡献度总体呈上升趋势，这得益于经济结构调整步伐加快以及居民收入和消费倾向的提高。,0
近年来，中国人民银行充分运用支农再贷款，支持“三农”和实体经济发展。,0
三是看投资消费的比例是否协调，如果这些投资（主要是固定资产投资）形成的生产能力，不能与未来的消费相匹配，就会导致产能过剩，造成资源的巨大浪费。,1
（二）工农业生产快速增长，经济效益进一步改善工业生产继续保持快速增长。,0
保险业总资产继续快速增长。,0
三是聚焦能源科技创新。,0
严格控制对“两高一剩”行业的贷款，支持对整合过剩产能的企业定向开展并购贷款，促进产能过剩矛盾化解。,1
其中，生活资料价格涨幅相对稳定，生产资料价格涨幅快速上升。,0
继续推进产品与业务创新。,0
（五）就业形势总体稳定城镇调查失业率有所回落。,1
股票市场成交量同比大幅增长。,0
二、GDP 增速普遍调高。,0
灵活搭配长中短期货币政策工具，保持银行体系流动性合理充裕。,0
拉美经济继续维持稳步增长态势。,0
新兴业态消费快速增长，休闲娱乐等服务消费需求持续增长。,0
（四）股票市场指数下跌，成交量和筹资额同比减少股票市场指数下跌。,1
进一步优化贸易外汇管理。,0
创业板的推出有利于多层次资本市场体系建设进一步完善，对于我国资本市场乃至经济社会持续健康发展都具有重要的意义。,0
改善收入分配结构，提高居民部门收入占比。,0
市场品种进一步丰富。,0
鉴于2016年初开始实施的指数熔断机制并没有达到预期效果，经证监会决定，自1月8日起上交所、深交所和中金所暂停实施指数熔断机制。,1
进一步发展消费金融。,0
受疫情影响，美国企业破产数量增加，多家著名企业已申请破产，航空业、 旅游业等行业企业面临经营压力。,1
2009年第三季度，我国国民经济运行持续向好的积极因素继续增多，经济增长持续回升，经济主体信心日益加强；农业生产形势稳定，工业生产增速稳步提升；国内需求稳步走高，投资快速增长，消费需求不断扩大，进出口降幅明显收窄。,0
强化风险源头防控和监测预警，实现风险早识别、早预警、早暴露、早处置。,1
贸易和投资保护主义风险仍需警惕，地缘政治局势不容乐观。,1
在发展消费信贷方面，与中国银行业监督管理委员会共同发布了《汽车贷款管理办法》，进一步规范汽车贷款业务管理，促进汽车贷款业务健康发展。,0
外汇市场交易主体进一步扩展。,0
国际金融危机发生后，国际金融市场受到巨大冲击，金融机构出于风险控制及增加收益的考虑将境外资产调回境内，在外汇贷款需求快速增长且外汇存款增长有限的情况下，支持了外汇贷款的发放。,1
贷款利率涵盖商业银行承担的风险、成本，是合理贷款定价的基本原则。,1
近期市场对全球经济增速放缓可能增大美国经济外部风险的忧虑加深，美联储内部也关注美元持续上涨对物价带来的下行压力，如果美国关键经济数据出现反复，市场对美联储加息时点的预期出现摇摆，国际金融市场波动可能加大。,1
指导金融机构按照“有保有控”的原则，加大对“三农”、中小企业、灾后重建等国民经济重点领域和薄弱环节的信贷支持，严格控制对高耗能、高污染和产能过剩行业企业的贷款，密切监测地方融资平台贷款可能潜藏的系统性金融风险隐患。,1
鼓励保险资金支持实体经济。,0
第三季度，进口价格涨幅低于出口价格涨幅，贸易条件有比较明显改善。,0
也有观点认为，中国经济结构调整正在取得积极进展。,0
房地产价格跌至2002年中水平，由于库存较大，未来房价仍有下行空间。,1
快速增长的货币信贷与相对缓慢的实体经济存在反差，有一定合理性，但也要防止经济波动加大的风险和不良贷款反弹风险。,1
目前，布什政府正在开始推行大规模减税计划，这也有利于增强信心和促进经济回升。,0
术制造业向高附加值环节升级，以创新驱动、高质量供给引领和创造新需求。,0
但由于货币供应量和经济相关性不断弱化，最终还是放弃了数量目标。,1
二是完善对证券公司的全方位监管体系，推动证券公司持续健康规范发展。,0
保持房地产业的持续、稳定、健康发展，对国民经济健康发展至关重要。,0
近年来，随着强农惠农富农政策力度不断加大，农业现代化建设和绿色农业发展成就显著。,0
支持跨境融资业务发展。,0
四是明确风险隔离要求，在金控公司大股东、金控公司及其附属机构以及各附属机构之间建立风险隔离机制，加强“防火墙”建设，有效防范风险跨行业、跨机构、 跨市场传染。,1
资源价格改革是建设节约型社会、实现经济可持续发展的迫切需要，也是提高货币政策有效性的迫切需要。,0
在企业财务中，流动资产包括存货、应收账款等短期资产，流动负债包括短期借款、应付账款等短期负债。,1
票据融资稳中有增，利率总体下行。,1
近年来，我国汽车行业迅速发展。,0
（一）主要经济体经济形势美国经济复苏动能增强。,0
2017年9月8日，中国人民银行宣布调整外汇风险准备金政策和对境外金融机构境内存放执行正常准备金率的政策，将外汇风险准备金征收比例降为零，并取消对境外金融机构境内存放准备金的穿透式管理。,1
（三）各种价格指数平稳回落居民消费价格指数(CPI) 同比涨幅平稳回落。,1
主要货币间汇率剧烈波动。,1
劳动力市场依然强劲。,0
四是继续推动金融市场健康发展，深化金融企业改革。,0
主要发达经济体和多数新兴市场经济体股指上行。,0
我国发展仍处于并将长期处于重要战略机遇期。,0
一是确保银行体系流动性充足。,0
不断完善银行业、证券业、保险业、金融市场风险监测。,1
过去准备金政策的调整主要采取结构性的方式，法定存款准备金率比较复杂。,1
在货币基数已经较大、传统资金密集型产业增长动力不足、一些低效经济主体占用大量资金且缺乏新经济增长点的情况下，对 M2供给的机制性放缓应有客观认识。,1
印度等亚洲新兴经济体财政赤字居高不下，为弥补资金不足， 部分国家通过资本市场吸引国际资本流入，当美联储退出QE预期升温时，资本外流导致经济下滑，财政状况陷入进一步恶化的循环。,1
中国人民银行将坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大、二十届二中、三中全会和中央经济工作会议精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，坚定不移走中国特色金融发展之路，进一步深化金融改革和高水平对外开放，持续推动金融高质量发展和金融强国建设，加快完善中央银行制度，进一步健全货币政策框架。,0
一是人民币汇率浮动弹性增强。,0
英国房价持续下跌，Halifax房价指数在第二季度环比下跌5.1%的基础上，第三季度继续下跌5.2%。,1
国际主要债券收益率窄幅波动。,1
通货紧缩依然严峻，3月份核心 CPI 连续第25个月同比下降。,1
虽然目前日本并未见到因资产价格上涨而引发的实质风险，但需谨慎防范潜在风险，必须汲取以往的教训。,1
改制银行的市场影响力进一步增强。,0
金融机构超额准备金率为2.0%。,0
某些行业和地区盲目投资和低水平重复建设问题相当严重。,1
从国际环境看，世界经济政治形势更加错综复杂，地缘政治风险依然较大，主要发达经济体货币政策正常化存在不确定性，贸易摩擦给未来出口形势带来较大不确定性，可能造成外需对经济的边际拉动作用减弱，还可能冲击投资者情绪，加剧金融市场波动。,1
强化功能监管和穿透式监管，同类产品适用同一标准，消除套利空间，有效遏制产品嵌套导致的风险传递。,1
影响套利交易的因素主要有利率、汇率和风险偏好等。,1
六是持之以恒做好风险防范化解。,0
一是外部货币条件宽松的影响。,0
企业商品价格（CGPI）同比下降1.3%，降幅比上季度收窄0.8个百分点。,1
一些地方财政收支矛盾突出，区域性金融风险隐患仍然存在。,1
开展常备借贷便利（SLF）操作。,0
三是实施并表管理， 关注利益冲突、风险集中、风险传染等集团特有风险。,1
企业家信心指数连续6个季度走高，创历史最高水平。,0
债券发行利率总体回落。,1
随着我国经济回升向好和世界经济企稳回升，煤炭产量和价格上升。,0
货币发行机制不是一成不变的， 会根据实际需要调整。,1
工业结构调整逐步推进，高技术产业发展态势良好，战略性新兴工业发展速度进一步加快。,0
一方面，供给不足、供求关系偏紧仍是主要发达经济体劳动力市场的主要矛盾。,1
出口企业要加强自主创新能力，不断提高产品的竞争力，同时要积极开拓市场，特别是那些成长性好、 潜力大的新兴市场。,0
持续提升小微企业金融服务水平。,0
五是有效防范系统性金融风险，维护金融体系稳定。,1
推动金融机构进一步做好农村“两权” 抵押贷款试点工作，完善配套机制。,0
刚性兑付背离资产管理业务的本质特征，不但使风险在金融体系累积，也抬高了无风险收益率水平，加剧了道德风险。,1
加大对结构调整、自主创新、兼并重组、产业转移、民族区域经济协调发展的融资支持。,0
前三个季度，GDP 为35.3万亿元，实际增长率为7.7%，GDP 缩减指数（按当年价格计算的 GDP 与按固定价格计算的 GDP 的比率）变动率为1.9%，比上年同期回落6.0个百分点， 比上半年回落0.5个百分点。,1
加强外汇监测分析与风险防范。,1
下一步，应鼓励金融机构推动融资、租赁、质押业务创新发展， 加大对工业机器人领域的金融支持。,0
一是经济发展的潜能和空间依然较大，各方面发展热情很高，仍有内在扩张的动力，东中西部经济有较大的互补和回旋余地，尤其是经过多年快速发展，人力资本持续积累、基础设施大幅改善、工业生产和配套能力也有较大提升，有利于提高生产效率、 降低交易成本。,0
“债券通”五周年平稳高效运行。,0
随着人口结构变化、经济结构调整和服务业发展加快，单位 GDP 增长对就业的吸纳能力增强，就业形势总体较好。,0
度控制对钢铁、电解铝、水泥等“过热”行业的授信总量。,1
二是涉农信贷投放大幅增加。,0
推动市场创新，丰富市场产品和层次，更好地满足投资者需求。,0
债券发行量增加，利率总体下行。,1
调查还显示，目前企业出口订单主要以小单、短单为主，未来的不确定性仍然较大， 形势不容乐观。,1
